Icterus.i, por la itericia dolencia deste color
Ictericia.ae, por esta mesma dolencia
Ictericus morbus, por aquello mesmo
ictericus.a.um, por cosa doliente della
Ictis.idis, interpretatur mustela siluestris
Icius.a.um, participium abico.is.
Ictus.us, por el golpe o herida
Ida.ae, por un bosque de creta isla
Ida.ae, por otro bosque destroia
Ideus.a.um, por cosa destos bosques
Idas.ae, eroe fue enamorado de marpisa
Idalium.ii, monte y lugar de cipro isla
Idalius.a.um, por cosa deste lugar
Idalia.ae, por la diosa venus deste lugar
Idalis.idis, por la mesma diosa venus
Idcirco.coniunctio, por porende
Idca.ae, interpretatur forma y species.
Idem in masculino.,  por el mesmo.
Idem in neutro genero., por lo mesmo
Identidem. aduerbium, por una y otra vez
Idios, interpretatur proprius.
Idioma.atis, por propriedad de lenguaje
Idiographon, escriptura de propria mano
Idiota.ae, el que no sabe sino lo suio
Idoetion, interpretatur naturae accomodatum
Idos, interpretatur species uel forma.
Idolum.i, por el idolo o estatua.gr.
Idolopoeia.ae, por ficion de idolo
Idolatra.ae, por el servidor de idolos
Idolatria.ae, por el servicio de idolos
Idolium.ii, por el sacrificio de idolos.
Idolotitum.i, por aquello mesmo.
Idomeneus.i, por un rei de creta
Idoneus.a.um, por cosa idonea
Idoneior, comparatiuum ab idoneus
Idos, interpretatur species
Idume.es, region es de palestina judea
Idumaea.ae, por aquella mesma region
Idumeus.a.um, por cosa desta region
Idus.uum, por las idus del mes
Iebuns, la que se llamo despues ierusalen.b.
Iebuseus, principe fue de aquella tierra
Ieci.iecisti, praeteritum est a iacio.is.
Ieconias.ae, principe fue de los judios.b.
Iecorinus.i, por un cierto pescado
Iecinus.oris, por aquello mesmo
Iecur.oris, por el higado.
Iehenna.ae, huego del infierno.b.
Iehun, rei fue de los judios.b.
Ieiuna.ae, por la tripa aiuna
Ieiunium.ii, por el aiuno.
Ieiunitas.atis, por aquello mesmo
Ieiuno.as.ieiunaui, por aiunar. n.v.
Ieiunus.a.um, por cosa aiuna
Ieiunus.a.um, por cosa dessabrida
Iens.euntis, participium ab eo is.
Iento.as.ientaui, por almorzar.
Ientaculum.i, por el almuerzo.
Iepte, juez fue de los judios.b.
Iesse, padre fue del rei david y hijo de obeth.b
Ies.ietis, ciudad de acaia tierra de omero
Iesus trisyllabum., por nuestro salvador
Iesuites.ae, por el jesuato fraile de jesu.
Ietro, suegro fue de moisen profeta.b.
Igitur.coniunctio, por assique
Iginus.i, istoriador fue latino
Ignarus.a.um, por cosa no sabidora
Ignauus.a.um, por cosa perezosa mucho
Ignauia.ae, por aquella grande pereza
Ignauitas.atis, por aquello mesmo.pr.
Ignauiter. aduerbium, por perezosamente
Ignis.ignis, por el huego
Igniculus.i, por el huego pequeño
Igniarium.ii, por encendedero de leña
Igneo. uel ignesco, por encender se.n.v.
Ignescor.eris, por aquello mesmo.pr.
Igneus.a.um, por cosa de fuego
Ignis sacer, por el fuego de S. marzal
Ignicomans.tis, por lo que tiene raios de fuego
Ignifer.a.um, por cosa que trae fuego
Ignigena.ae, por cosa engendrada de fuego
Ignispicium.ii, por la divinacion en fuego
Ignispex.icis, por el que assi es divino
Ignitus.a.um, por cosa encendida de fuego
Igmuomus.a.um, por cosa que echa fuego
Ignobilis.e, por cosa no conocida y escura
Ignoscibilis.e, por aquello mesmo
Ignobilitas.atis, por aquella no nobleza.
Ignobiliter. aduerbium, por escuramente
Ignominia.ae, por la infamia
Ignominiosus.a.um, por cosa infame
Ignoro.as.aui, por no saber.a.i.
Ignoranter, adver.a no sabiendas
Ignorantia.ae, por el no saber
Ignoratio.onis, por aquello mesmo
Ignosco.is.ignoui, por perdonar.n.ii.
Ignosco.is.ignoui, por lo mesmo.acti.iii
Ignoscibilis.e, por cosa de perdonar
Ignoscentia.ae, por el perdon
Ignotus.a.um, por cosa no conocida.
Ihesus, a quibusdam per.b.scribitur
Ilaira.ae, hija fue de leucipo
Ile.ilis.ilia.ilium, por las tripas delgadas.
Ileon.i, por el dolor de la ijada
Ilergetes, pueblos son de catalueña
Ilergetius.a.um, por cosa destos pueblos
Ilerda.ae, por lerida ciudad de españa
Ilex.icis, por enzina de bellotas chicas
Ilia.ae, por la madre de romulo y remo
Iliades.ae, por romulo hijo de ilia
Iliacus.a.um, por doliente del ijada.
Iliosus.a.um, por aquello mesmo
Iliacus.a.um, por cosa de troia
Ilias.adis, por la obra de la guerra troiana
Iliceus.a.um, por cosa de aquella enzina.
Iligneus.a.um, por aquello mesmo
Ilignus.a.um, por aquello mesmo
Ilicetum.i, por el enzinal de enzinas
Ilicet. aduerbium, por luego a la ora
Ilico. aduerbium, por aquello mesmo-
Ilicrines, interpretatur sincerus
Ilios.ii, por la ciudad de troia
Ilium.ii, por aquella mesma ciudad
Iliensis.e, por cosa de aquella ciudad.
Ilione.es, por una hija del rei priamo
Ilioneus.i, por un troiano varon.
Iliturgi.orum, pueblos son de españa
Iliturgitanus.a.um, por cosa destos pueblos
Ilithyia.ae, interpretatur lucina dea
Illabor.eris, por se deslizar o deleznar.d.v.
Illabilis.e, por cosa deleznable
Illac. aduerbium loci, por do alguno esta
Illachrymabilis.e, por cosa de no llorar
Illachrymabiliter, por no llorando.
Illacerabilis.e, por no despedazable
Illaesus.a.um, por cosa no lisiada
Illaetabilis.ae, por cosa no alegre
Illaetabiliter. aduerbium, por no alegremente
Illaqueo.as.aui, por enlazar.a.i.
Illatebro.as.aui, por esconder.actiuuz.i.
Illatenus. aduerbium, por hasta alli
Illatro.as.aui, por ladrar contra otro
Illaudatus.a.um, por cosa no alabada
Ille.illa.illud, por aquel.
Illecebrae.arum, por los halagos
Illecto.as.aui, por atraer por halagos
Illectatio.onis, por aquel atraimiento
Illectus.us, por aquello mesmo
Illectus.a.um, participium ab illicio.
Illepidus.a.um, por cosa desgraciada
Illepiditas.atis, por aquella desgracia
Illepide. aduerbium, por desgraciadamente.
Illex.icis, por el añagaza
Illex.gis, por cosa sin lei y orden
Illibatus.a.um, por cosa no tocada
Illiberalis.e, por cosa no liberal ni libre
Illiberaliter. aduerbium, por no libremente
Illiberri.orum, por granada en españa
Illiberritanus.a.um, por cosa desta ciudad
Illic. aduerbium, alli donde esta alguno.
Illicio.is.illexi, por atraer por halagos.a.i.
Illicitus.a.um, por cosa no licita
Illicite. aduerbium, por no licitamente
Illido.is.illisi, por quebrar una cosa en otra.a.iii
Illigo.as.aui, por atar mucho.a.i.
Illimis.e, por cosa sin cieno y limo
Illino.is.illeui. uel illiui, por untar.a.i.
Illinc. aduerbium, de alli donde esta alguno.
Illiquefacio.is.feci, por derretir.acti.i.
Illyria.ae, por la esclavonia region de europa.
Illyris.idis, por esta mesma region
Illyricus.a.um, por cosa desta region
Illisus.a.um, participium ab illido.is.
Illisus.us, por quebrantamiento assi
Illisio.onis, por aquello mesmo.
Illitus.a.um, por cosa untada ab illino
Illitus.us, por la uncion o untadura
Illo. aduerbium, por aculla do alguno esto
Illotus.a.um, por cosa no la vada
Illuc. aduerbium, por aquello mesmo
Illuceo.es.illuxi, por luzir mucho.n.v.
Illudo tibi uel te, por escarnecer.a.i.
Illusio.onis, por el escarnio o burla
Illusor.oris, por el escarnecedor o burlador
Illusorius.a.um, por cosa para burlar
Illustris.e, por cosa luzida y clara
Illustro.as, por luzir y ennoblecer.a.i.
Illustratio.onis, por aquel luzimiento
Illuuies.ci, por la suzidad por no lavarse
Ilua.ae, isla es que pertenece a italia
Iluas.atis, por cosa desta isla
Imago.inis, por la imagen
Imagnicula.e, por pequeña imagen
Imaginor.aris, por ima ginar vision
Imagino.as, por hazer imagines.a.i.
Imaginatio.onis, por vision de imagenes
Imaginarius.a.um, cosa de imaginacion
Imarmene.es, interpretatur fatum
Imbecillis.e, por cosa flaca
Imbecillus.a.um, por aquello mesmo
Imbecillitas.atis, por la flaqueza
Imbecilliter. aduerbium, por flacamente
Imbellis.e, por cosa flaca para pelear
Imbellia.ae, por aquella flaqueza
Imberbis.e, por cosa desparvada
Imberbus.a.um, por aquello mesmo
Imber.imbris, por la lluvia agua
Imbibo.is.imbibi, por embever en si
Imbrex.icis, por la canal de la carne
Imbrex.icis, por la teja o canal
Imbricium.ii, por aquello mesmo
Imbricatus.a.um, por cosa acanalada
Imbricatim. aduerbium, por acanales
Imbuo.is, por embever en otra cosa.a.i.
Imitor.aris, por remedar
Imitatus.a.um, por cosa remedada
Imito.as, por remedar.pr.acti.i.
Imitatio.onis, por aquel remedar
Imitamentum.i, por aquello mesmo
Imitamen.inis, por aquello mesmo.
Imitabilis.e, por cosa que se puede remedar
Imitabundus.a.um, por lo que mucho remeda
Immaculatus.a.um, por cosa sin manzilla
Immadeo.es.dui, por mojarse mucho
Immanis.e, por cosa grande en su especie
Immanis.e, por cosa contra natura
Immanitas.atis, el pecado contra natura
Immaniter. aduerbium, por contra natura
Immaneo.es.si, por quedar adentro
Immansuetus.a.um, por cosa no mansa
Immemor.oris, por cosa olvidadiza
Immensus.a.um, por cosa sin medida
Immergo.is.si, por zabullir o anegar.a.i.
Immersio.onis, por aquel zabullir
Immersabilis.e, por lo que no se anega
Immetatus.a.um, por cosa no medida
Immeio.is.imminxi, por mear en otra cosa.
Immigro.as.aui, por mudar casa
Immineo.es.nui, por estar encima
Imminentia.ae, por aquel estar encima
Imminuo.is.nui, por amenguar.a.i.
Imminutio.onis, por el amenguamiento
Immisceo.es.immiscui, por mezclar
Immisericors.dis, por cosa no misericordiosa
Immisericorditer, no misericordiosamente
Immiserabilis.e, por cosa sin misericordia
Immiscrabiliter, por sin misericordia
Immitis.e, por cosa cruel-
Immito.is.si, por meter adentro
Immissio.onis, por aquella metida
Immitto.is.si, por echar en luengo
Immissio.onis, por aquel echar
Immo particula aduersatiua, por antes no
Immoderatus.a.um, por cosa no templada
Immodestus.a.um, por aquello mesmo
Immodicus.a.um, por cosa grande
Immodice. aduerbium, por grandemente
Immobilis.e, por cosa no movible
Immobilitas.atis, por aquella firmeza
Immobiliter. aduerbium, por firmemente
Immolo.as.aui, por sacrificar con mola
Immolatio.onis, por aquel sacrificar
Immorior.eris, por morir sobre otro
Immortuus.a.um, por cosa muerta mucho
Immortalis.e, por cosa que nunca muere
Immortalitas.atis, por esta immortalidad
Immortaliter. aduerbium, immortalmente
Immortalitus. aduerbium, por lo mesmo.pr.
Immotus.a.um, por cosa firme
Immundus.a.um, por cosa suzia.
Immundicia.ae, por la suzidad
Immunis.e, por cosa esenta de lei
Immunitas.atis, por aquella esencion
Immunis.e, por cosa sin oficio y perezosa
Immulgeo.es.si, ponordeñar en otra cosa.a.i
Immumtus.a.um, por cosa no guarnida
Immuto.as.aui, por mucho mudar.a.i.
Immutatio.onis, por aquel la mudanza
Immutabilis.e, por lo que no se puede mudar
Immutabiliter. aduerbium, no mudablemente
Immurmuro.as, por murmurar en algo.
Impacatus.a.um, por no apaziguado
Impactus.a.um, participium ab impinguo.is.
Impar.aris, por nones no pares
Impar.aris, por cosa desigual
Imparilis.ae, por aquello mesmo
Imparilitas.atis, por la desigualdad
Impariter. aduerbium, por desigualmente
Imparatus.a.um, por cosa desaparejada
Impartio.is.impartiui, por dar parte.a.i.
Impartior.iris, por aquello mesmo
Impartibilis.e, por cosa no partible
Impastus.a.um, por cosa no cevada
Impatiens.tis, por cosa no sufrida
Impatientia.ae, por el no sufrimiento
Impatienter. aduerbium, por sin sufrimiento.
Impatibilis.e, por lo que no puede padecer
Impauidus.a.um, por cosa no pavorosa
Impedio.is.diui, por empachar o embargar.
Impedimentum.i, por aquel embargo
Impeccabilis.e, por cosa que no peca
Impegi, praeteritum. ab eo quod impingo.is.
Impello.is, por empuxar y forzar.a.i.
Impendeo.es.di, estar encima colgado
Impendo.is.di, por dar gastando
Impendo.is.di, por espender
Impendium.ii, por el gasto o espensa
Impendium.ii, por la ganancia sobre el caudal
Impendio. aduerbium, por mui mucho
Impense, adverbium. por aquello mesmo
Impensa.ae, por el gasto o espensa
Impenetrabilis.e, por cosa no trapassable
Impero.as.aui, por mandar.a.i.
Imperasso.is, por aquello mesmo.pr.
Imperatiuus modus, por el modo para mandar
Imperator.oris, por el capitan o emperador
Imperatorius.a.um, por cosa de aquestos
Imperiuz.ii, por la capitania principal
Imperium.ii, por el imperio y señorio
Imperium.ii, por el mando y mandamiento.
Imperiosus.a.um, por lo que mucho manda
Imperiosus.a.um, por cosa violenta
Imperiose. aduerbium, por violentamente
Imperialis.e, por cosa del imperio
Imperito.as.aui, por mandar a menudo.
Imperfosus.a.um, por cosa no boradada
Imperitus.a.um, por cosa no sabia y necia
Imperitia.ae, por la no esperiencia y necedad
Imperite. aduerbium, por neciamente
Impertio.is.impertiui, por dar parte
Impertior.iris, por aquello mesmo
Imperterritus.a.um, por cosa no espantada
Imperuius.a.um, por cosa no passadera
Impes.impetis, por el arrebatamiento
Impetix.gis, por el empeine
Impetigo.inis, por aquello mesmo
Impetiginosus.a.um, por lleno de empeines
Impetro.as.aui, por alcanzar rogando.a.i.
Impetrabilis.e, por cosa alcanzable assi
Impetratio.onis,por aquel alcanzar
Impeto.is.impetiui, por arremeter con furia.
Impetus.us, por el arrebatamiento assi
Impetuosus.a.um, por cosa arrebatada assi.
Impexus.a.um, por cosa no peinada.
Impiger.a.um, por cosa no perezosa
Impigritas.atis, por aquella acucia
Imspigritia.ae, por aquello mesmo.
Impigre. aduerbium, por acuciosamente
Impius.a.um, por cosa no religiosa.
Impietas.atis, por aquella eregia
Impie, abuerbium. por no religiosamente
Impio.as.aui, por ensuziar lo sagrado
Impingo.is.xi, por empuxar
Impinguo.as.aui, por engrassar
Implacabilis.e, por cosa no amansable
Implacidus.a.um, por cosa no a sosegada
Implano.as.aui, por allanar.
Impleo.es.impleui, por hinchir
Implexus.a.um, por cosa enhetrada
Implexitas.atis, por la enhetradura
Implexe. aduerbium, por intricadamente
Implico.as.implicui. uel aui, por embarazar.
Implicitus.a.um, participium ab implico
Implicatus.a.um, participium ab implico
Implicatio.onis, por el embarazo
Imploro.as.aui, por rogar casi llorando
Imploratio.onis, por aquel ruego
Implumis.e, por cosa sin plumas
Impluuium.ii, por el patin de casa
Impluuiatus color, por color de hollin
Impolitus.a.um, por cosa no polida
Impollutus.a.um, por cosa no suzia
Impono.is.imposui, por poner encima
Impositioonis, por aquella postura
Impositus.us, por aquella mesma postura
Impositicius.a.um, por cosa postiza assi
Impono oculos, por enxerir de escudete
Impositio oculorum, por aquel enxerto
Impono.is, por engañar. neutrum
Impostor.oris, por el engañador
Impostura.ae, por el engaño
Imporco.as.aui, por aporcar tierra.
Importo.as.aui, por traer adentro
Importatio.onis, por aquella tracdura
Importunus.a.um, por cosa importuna
Importunitas.atis, por la importunidad.
Importune. aduerbium, por importunamente
Importuosus.a.um, por costa sin puertos
Impos.otis, por cosa no poderosa de si
Impossibilis.e, por cosa no possible
Impossibilitas.atis, por no possibilidad.
Imposterum. aduerbium, por de aqui adelante
Impostus.a.um, participium ab impono
Impotens.tis, por cosa no poderosa de si
Impotentia.ae, por aquel no poder
Impotenter. aduerbium, por no podiendo assi.
Imprecor.aris, por rogar mal a otro
Imprecatio.onis, por aquella maldicion
Impresentiarum. aduerbium, por al presente.
Imprime. uel imprimis, por primeramente
Impressio.onis, por la impression
Impressor.oris, por el impressor
Imprimo.is.si, por imprimir
Improbus.a.um, por lo que nose harta
Improbus.a.um, por cosa mala y sin verguenza
Improbulus.a.um, por cosa tal un poco
Improbe. aduerbium, por malamente
Improbitas.atis, por la maldad
Improbo.as.aui, por no aprovar
Improbatio.onis, por aquella reprehension
Improcerus.a.um, por no grande en su especie
Improcinctu. aduerbium, por prestamente.
Impromptu. aduerbium, por a la mano
Impropero.as.aui, por apressurarse
Impropero.as.aui, por reprehender.
Improperium.ii, por la reprehension.
Improspectus.a.um, por cosa no mirada.
Improuidus.a.um, por cosa no proveida
Improuide. aduerbium, por no providamente
Improuisus.a.um, por cosa subita
Imprudens.tis, por cosa no prudente
Imprudentia.ae, por la no prudencia
Imprudenter. aduerbium, por no prudentemente
Impudens.tis, por cosa sin verguenza
Impudo.onis, por el desvergonzado.pr.
Impudentia.ae, por el desvergonzamiento
Impudenter. aduerbium, por desvergonzadamente
Impudicus.a.um, por cosa no casta.
Impudicicia.ae, por la no castidad.
Impudice. aduerbium, por no castamente
Impugno.as.aui, por combatir
Impugnatio.onis, por el combate
Impulsus.a.um, participium ab impello.
Impulsus.us, por el empuxon y fuerza
Impunis.e, por cosa no punida ni castigada
Impunitas.atis, por aquel no castigo
Impune. aduerbium, por sin pena
Impune. aduerbium, por sin causa
Impunitus.a.um, por cosa no punida
Impurus.a.um, por cosa suzia con pecado
Impuritas.atis, por aquella suzidad
Impure. aduerbium, por suziamente assi.
Imputo.as.aui, por zaherir.acti.iii.
Imputatio.onis, por aquel zaherimiento.
Imputatus.a.um, por cosa no podada
Imputribilis.e, por cosa que no se pudre
Imus.a.um, por cosa baxa
In, praepositio accusatiui. por contra
In  praepositio ablatiui, por en.
In in compositione auget, ut insignis.
In in compositione minuit, ut indoctus
In in compositione pro intus, ut innatus.
In locum uenire, por venir adentro
Inaccessibilis.e, por cosa do ninguno llega
Inaccessus.a.um, por aquello mesmo
Inachus.i, por el primero rei de los argiuos
Inachus.i, por un rio de argos ciudad
Inachius.a.um, por cosa de aquestos.
Inachis.idis, por hija o nieta de aquestos
Inadulabilis.e, por cosa no lisonjera
Inaedifico.as.aui, por edificar en lugar
Inaedificatio.onis, por aquel edificar
Inaequalis.e, por cosa no igual
Inaequalitas.atis, por la desigualdad
Inaequaliter. aduerbium, desigualmente.
Inalbeo. uel inalbesco, por emblanquecer
Inalto.as.aui, por ensalzar.acti.
Inamaresco.is, por amargar
Inambitiosus.a.um, cosa no codiciosa de onra.
Inambulo.as, por andar en lugar
Inambulatio.onis, por aquel andar
Inamoenus.a.um, por cosa no deletable
Inamoenitas.atis, por no deletacion
Inanimis.e, por cosa muerta
Inanimus.a.um, por aquello mesmo
Inanis.e, por cosa vana o vazia o ueca
Inanitas.atis, por aquella oquedad
Inaniter. aduerbium, por vanamente
Inaquosus.a.um, por cosa sin agua.
Inaratus.a.um, por cosa no arada
Inardeo. uel inardesco, por arder
Inareo. uel inaresco, por secarse.
Inargutus.a.um, por cosa que no suena
Inargutus.a.um, por cosa no argullosa
Inarime.es, por una isla cerca de napol
Inaro.as.aui, por arar mucho
Inarticulatus.a.um, por cosa no distinta
Inattenuatus.a.um, por cosa no adelgazada
Inaudio.is.iui, por oir mucho
Inauditus.a.um, por cosa no oida
Inauguro.as, por tomar aguero.a.i.
Inauris.is, por el cercillo de las orejas
Inauritus.a.um, por cosa sin orejas
Inauro.as.aui, por dorar.a.i.
Inauratio.onis, por la doradura
Inaurator.oris, por el dorador
Inauspicatus.a.um, por cosa desdichada
Inauspicato. aduerbium, por en mal ora
Incaleo. uel incalesco, por escalentarse
Incalfacio.is.feci, por escalentar.a.i.
Incallidus.a.um, por cosa no astuta
Incalliditas.atis, por la no astucia
Incallide. aduerbium, por no astutamente
Incaneo. uel incanesco, por encanecer
Incanus.a.um, por cosa cana mucho
Incandeo. uel incandesco, por ensañar se
Incandescentia.ae, por la ira o saña
Incanto.as.aui, por encantar.a.i
Incantatio.onis, por la encantacion
Incantator.oris, por el encantador
Incassum. aduerbium, por en vano
Incastratura.ae, por la encaxadura
Incautus.a.um, por cosa no proveida
Incaute. aduerbium, por no cautamente
Incedo.is.incessi, por andar con pompa
Incelebris.e, por cosa no famosa y escura.
Incelebritas.atis, por la obscuridad assi
Incelebriter. aduerbium, por obscuramente
Incendo.is.incendi, por encender
Incendium.ii, por fuego de hoguera.
Incendiarius.ii, por el que puso huego
Incendiarius.a.um, por cosa de hoguera
Incensiariuz aurum, por tesoro publico
Incentor.oris, por el cantor.ra.
Incentio.onis, por el canto.ra.
Incentiuus.a.um, cosa para canto.ra.
Incerno.is.increui, por cernir.a.i.
Incerniculum.i, por cedazo o zaranda
Incero.as.aui, por encerar.a.i.
Incesso.is.incessi, por desafiar.a.i.
Incesso.is.incessi, por incitar.a.i.
Incessus.us, por el andar con pompa
Incestus.a.um, por cosa no casta
Incestus.us, por coito con parienta
Incesto.as.aui, por ensuziar la parienta
Inchoo.as.aui, por comenzar.a.i.
Inchoatio.onis, por el comienzo
Inchoatiuum uerbum, verbo de cierta forma.
Incido.is.incidi, por cortar.a.i.
Incido.is.incidi, por caer.neutrum
Incile.is, por el cauze de molino.
Inciles fosse, por acequias para regar
Incino.is.incinui, por cantar.a.i.
Incipio.is.incoepi, por comenzar.a.i.
Incircumscriptus.a.um, cosa indeterminada
Incisus.us, por la cortadura
Incisura.ae, por aquello mesmo
Incisim. aduerbium, por acortaduras
Incisiuus.a.um, por cosa para cortar
Inscito.as.aui, por despertar.a.i.
Incitabulum.i, por despertamiento
Incitatio.onis, por aquello mesmo
Incitamentum.i, por aquello mesmo
Inciuilis.e, por cosa descortes y villana
Inciuilitas.atis, por aquella descortesia.
Inciuiliter. aduerbium, por villanamente
Inclamo.as.aui, por dar bozes.
Inclamito.as.aui, por llamar amenudo
Inclaemens.tis, por cosa no misericordiosa
Inclementia.ae, por la no misericordia
Inclementer. aduerbium, por no misericordemente
Inclino.as.aui, por inclinar.acti.i.
Inclinatio.onis, por la inclinacion
Inclinamentum.i, por aquello mesmo
Inclinatus.us, por aquello mesmo
Inclytus.a.um, por cosa famosa
Includo.is.inclusi, por encerrar.acti.i.
Inclusio.onis, por el encerramiento
Incoenatus.a.um, el que no a cenado
Incogito.as.aui, por pensar mucho.a.i.
Incoibilis.e, por cosa no aiuntable
Incolo.is, por morar en lugar.acti.i.
Incola.ae, por morador o moradora en lugar
Incolatus.us, por aquella morada
Incolumis.e, por cosa sana y entera
Incolumitas.atis, por aquella sanidad
Incomitatus.a.um, por cosa no acompañada
Incommodo.as.aui, por dañar
Incommodum.i, por el daño.
Incommoditas.atis, por lo mesmo
Incommodus.a.um, por cosa dañosa
Incommode. aduerbium, por dañosamente
Incommunicabilis.e, lo no comunicable
Incommutatus.a.um, por no mudado
Incommutabilis.e, por cosa no mudable
Incommutabiliter, no mudablemente
Incomptus.a.um, por cosa no afeitada
Incompositus.a.um, por cosa no compuesta
Incomprebensibilis.e, por no comprehensible
Imcomprehensibiliter, no comprehendiendo
Incomplexus.a.um, por cosa no compuesta
Incomplexio.onis, por la no composicion
Inconcussus.a.um, por cosa no sacudida.
Inconditus.a.um, por cosa no escondida
Inconditus.a.um, por cosa mal compuesta
Incongelabilis.e, por cosa que no se iela
Inconniuens, por cosa que no consiente
Inconstans.tis, por cosa no constante
Inconstantia.ae, por la no constancia
Inconstanter. aduerbium, por no constantemente
Inconsideratus.a.um, por no considerado
Inconsiderate. aduerbium, por no consideradamente
Inconsideranter. aduerbium, por lo mesmo.
Inconsultus.a.um, por el que no conseja.
Inconsultus.a.um, por el no aconsejado
Inconsulto. aduerbium, por sin consejo
Inconsutilis.e, por cosa que no se cose
Incontaminatus.a.um, por no ensuziado
Incontinens.tis, por cosa no continente
Incontinentia.ae, por la no continencia
Incontinenter. aduerbium, por no continentemente
Inconueniens.tis, por cosa no conviniente
Inconuenientia.ae, por la no conueniencia
Inconuenienter. aduer, por no convenientemente.
Incoquo.is.incoxi, por cozer mucho
Incorruptibilis.e, lo que no se puede corromper
Incorruptibilitas.atis, aquel no corrompimiento
Incorruptibiliter. aduerbium, no corrompiendose
Incorruptio.onis, por la no corrupcion
Increbreo. uel increbresco, por espessarse.
Incredibilis.e, por cosa no creible
Incredibiliter. aduerbium, por no creiblemente
Incredulus.a.um, por cosa que no cree
Incredulus.a.um, por cosa que no es creida
Incredulitas.atis, por la no creencia
Incrementum.i, por el acrecentamiento
Increpo.as.pui, por reprehender.a.i.
Increpito.as.aui, por reprehender a menudo
Increpatio.onis, por la reprehension
Incresco.is.increui, por crecer mucho
Incretus.a.um, por cosa crecida
Incrusto.as.aui, por poner costras
Incrustatio.onis, por aquella postura.
Incubo.as.bui, por estar sobre uevos.
Incubo.is.bui, por se acostar sobre algo
Incumbo.is.bui, por aquello mesmo.
Incubatio.onis, por el estar sobre uevos
Incubitus.us, por aquello mesmo
Incubus.i, por el duen de casa
Inculco.as, por recalcar sobre otra cosa.a.i.
Inculcatio.onis, por aquel recalcar
Incultus.a.um, por cosa no labrada o afeitada.
Inculte. aduerbium, por no afeitadamente.
Inculpatus.a.um, por cosa no culpada
Inculpabilis.e, lo que no se puede culpar
Incunabulum.i, por la crianza de la niñez
Incunctanter. aduerbium, por sin tardanza
Incuria.ae, por el descuido y negligencia
Incuriosus.a.um, por cosa descuidada
Incurro.is.incurri, por encontrar
Incurso.as.aui, por encontrar a menudo
Incursito.as.aui, por aquello mesmo.
Incursio.onis, por el encuentro
Incursus.us, por aquello mesmo
Incuruo.as.aui, por encorvar.acti.i.
Incuruatio.onis, por el encorvadura.
Incuruus.a.um, cosa corva o corcobada
Incuruesco.is, por encorvarse.
Incuso.as, por se querellar acusando
Incusatio.onis, por aquella querella
Incussus lapis, por muela picada.
Incutio.is.incussi, sacudir contra algo.a.iii.
Incustoditus.a.um, cosa no guardada
Incus.dis, por la iunque o vigornia
Indago.inis, por la busca por rastro
Indages.is, por aquello mesmo. pr.
Indago.as.aui, por buscar por el rastro.a.i.
Indagatio.onis, por aquel buscar
Jndagator.oris, por el buscador assi
Indagatrix.icis, por la buscadora assi.
Inde. aduerbium, por dende o de alli
Indeceptus.a.um, por cosa no engañada
Indecor.oris, por cosa desonrada
Indecoris.e, por aquello mesmo
Indebitus.a.um, por cosa no devida.
Indeclinatus.a.um, por cosa no apartada
Indeclinabilis.e, por cosa no apartable
Indeclinabilis.e, por dicion que no se declina
Indecens.tis, por cosa fea con desgracia
Indecenter. aduerbium, por feamente assi
Indefinitus.a.um, por cosa no determinada.
Indefinite. aduer, por no determinadamente
Indebilis.e, por cosa que no se puede raer.
Indelibatus.a.um, por cosa no tocada
Indemnis.e, por cosa sin daño-
Indemnitas.atis, por aquel no daño
Indemnatus.a.um, por cosa no condenada
Indeploratus.a.um, por cosa no llorada.
Indespectus.a.um, por cosa no mirada
Indeses.idis, por cosa no perezosa
Indetonsus.a.um, por cosa no tresquilada
Index.icis, por el descubridor del secreto
Index.icis, por el dedo con que mostramos
Index.icis, por el titulo del libro
Index.icis, por el toque del oro
Indicium.ii, por el descubrimiento de secreto
Indicium.ii, por la demostracion con el dedo.
Indico.as.aui, por demostrar.acti.iii.
Indicatio.onis, por demostracion
Indicatiuus modus, modo para mostrar
India.ae, por la india region oriental
Indicus.a.um, por cosa de la india
Indico.is.indixi, por denunciar.a.iii.
Indictio.onis, por la denunciacion
Indicticius.a.um, por cosa denunciada
Indictus.a.um, por cosa no dicha
Indidem. aduerbium, por del mesmo lugar
Indiem uiuere, por bivir a dia i victo
Indies, por cada dia mas y mas
Indifferens.tis, por cosa sin diferencia
Indifferenter. aduerbium, por sin diferencia
Indifficilis.e, por cosa no dificultosa
Indifficulter. aduer, por no dificultosamente
Indigena.ae, por el natural de alli
Indigenitalis.e, por aquello mesmo
Indigeo.es.indigui, por a ver menester.n.
Indigentia.ae, por aquel menester
Indiges.etis, por el ombre canonizado
Indigetare aliquem, por canonizar. pr.
Indigetamentum.i, por la canonizacion
Indigetamenta.orun, libros de los canonizados
Indigestus.a.um, por cosa no repartida
Indignor.aris, por se ensañar con razon.d.v.
Indignatio.onis, por aquella saña
Indignatiuncula.ae, por pequeña saña
Indignabundus.a.um, por mucho sañudo
Indignus.a.um, por cosa no digna.
Indignitas.atis, por aquella indignidad
Indigus.a.um, por cosa menesterosa
Indiligens.tis, por cosa no diligente
Indiligenter. aduerbium, por no diligentemente
Indipiscor.eris, por alcanzar lo desseado
Indiscriminatim. aduerbium, por sin diferencia
Indiscretus.a.um, por cosa no apartada
Indiscrete. aduerbium, por no apartadamente
